"","x1","x2","theta"
"1",-0.984749701941281,0.778653752210867,2
"2",2.1074118505556,1.04939472995403,2
"3",1.2315858063629,-1.43499133443763,2
"4",0.96506879903073,-1.33217472823807,2
"5",-0.421321939981124,-0.289400858081577,2
"6",1.38400581844214,0.357929174091584,2
"7",1.55913518920921,-1.02119572054758,2
"8",-0.781782182979476,1.37798296293325,2
"9",0.304002484983785,-0.696255876645069,2
"10",0.644298559292036,-0.122586659130904,2
"11",0.186874868379242,-0.142316470072518,2
"12",0.375044239531574,3.47480082080538,4
"13",0.0378777826274754,3.57053643297154,4
"14",-1.93255597304421,4.12626992166382,4
"15",1.45579250613762,2.29770584898027,4
"16",1.53903470315507,1.63477207771893,4
"17",-0.173393797528473,2.69332961560294,4
"18",-0.856263083349055,0.0594523686232154,1
"19",-0.0438910863816851,3.10597166016745,3
"20",-0.465387668696805,2.39133522856077,3
"21",-1.05394396161195,1.18130912625238,3
"22",-0.66007619283151,0.969950732367205,1
"23",-0.0173404915721206,4.59356694119959,3
"24",1.53762930098337,5.68481006110894,3
"25",-0.360518595640031,2.97750084225171,3
"26",-0.0910233903146925,2.72591708210592,3
"27",1.19282110114686,4.02216186015418,4
"28",0.0546383312276698,2.56312275047792,4
"29",0.738168662240579,2.6637288080362,4
"30",0.722059359438927,3.3805370638688,4
"31",1.06608720690173,1.95076516803011,4
"32",0.908924121466175,2.99122760276936,4
"33",0.993924643907747,1.95376789744471,4
"34",0.00296132607441257,3.64632320706665,4
"35",0.194105800646828,3.60993023888341,4
"36",2.71186295227355,3.84037382665375,4
"37",1.20028013519057,0.483984454077772,2
"38",0.124808862787764,2.96120951704031,3
"39",1.49049963414253,0.703230632391066,2
"40",-0.271169918058543,1.22247821283268,1
"41",-1.40627620219152,-0.574926189032901,1
"42",0.31637217248344,-0.873744763716376,1
"43",1.56112915266119,0.049968255454008,1
"44",1.09496051692448,-0.97893358629035,1
"45",-0.490591898888358,3.11153531331054,3
"46",2.08499415247377,-0.0662749716295235,2
"47",3.12649376647688,0.40495930453657,2
"48",1.26902191575515,-1.21051841829905,2
"49",1.83985603797844,-0.770738382714277,2
"50",0.540571450362418,0.549740925320169,2
"51",0.837262064658579,1.68575336598472,4
"52",2.16183451393109,3.32926358188874,4
"53",-0.250061340776224,3.29968985712442,4
"54",1.3336524961502,3.16593689287514,4
"55",1.443089496614,3.50207705545253,4
"56",2.03928742435928,2.42365212907959,4
"57",0.278117682963446,2.73199170431034,4
"58",2.05337917545619,2.11937362041883,4
"59",-0.693319900456435,1.78572396802185,3
"60",0.00170720326919027,3.63294383579535,3
"61",0.796162870424145,-0.965308328312403,1
"62",0.940532801840997,0.129533917820282,1
"63",0.0346911325910067,0.883249980972712,1
"64",0.912930743963187,0.633519809279727,1
"65",-0.324661184033621,-0.841355105139248,1
"66",0.282514079115996,3.19337008534719,4
"67",0.113997078006333,2.6872232132402,3
"68",-2.04125223240394,3.33367499554869,3
"69",-0.728871188169287,3.88157631808063,3
"70",-0.0347169484262116,2.12204853101536,3
"71",-1.8068213526009,2.90366012262207,3
"72",1.4138410633626,1.7391044604516,3
"73",0.631843660624761,2.33963712076388,3
"74",0.158917267295006,2.76625794206567,3
"75",1.00162538752585,2.87899820896474,3
"76",-0.408357931532913,3.09392325616348,3
"77",0.160654295989112,3.55835815453967,3
"78",0.644663228873418,2.87386709895677,3
"79",1.34572225202367,0.511461957969046,2
"80",0.358089369979324,-0.675572010223019,2
"81",1.54924905777104,1.04857927084505,2
"82",-1.36304089371846,2.80497593605518,4
"83",0.183119622198138,2.92434903850635,4
"84",1.47892281246011,1.89032626466757,4
"85",-1.2620539160337,-1.0839595361889,1
"86",1.49859304211323,-1.13011939531477,1
"87",0.109822152234032,0.393094609624127,1
"88",-0.353481309768361,0.505833872496077,1
"89",0.971367650962684,0.288128751845574,2
"90",0.928947462479639,0.896157222522712,2
"91",0.935915431888563,0.129648400051955,2
"92",-1.68106207015257,0.628760188240997,1
"93",-0.578188296919842,4.32803509519816,4
"94",0.824143354359968,2.71306405051032,4
"95",1.21421181320529,4.7622984863001,4
"96",2.80847368853386,2.86644662397133,4
"97",1.46716157599753,1.86299662214143,4
"98",0.41271354944943,2.77832398533821,4
"99",-2.64998331838407,3.90001810572162,3
"100",0.234840059154487,2.82186464399041,3
"101",1.13322797705745,4.7169046569311,4
"102",-0.62074473585527,2.15722522905758,4
"103",0.900167437884877,3.71767723954779,4
"104",2.29120851876608,4.39546649467419,4
"105",0.302836664920061,-0.00168676578443647,1
"106",0.703426020766469,-0.0283265665792288,1
"107",0.408831891298487,0.387567812500412,1
"108",1.06126424218775,0.734653218167625,1
"109",1.4596546788388,-1.31080871711692,1
"110",1.58352844750855,-0.817273995091888,1
"111",0.00341678415559132,1.29520408029217,2
"112",1.19402177667346,-0.246327075916459,2
"113",2.47297375760916,-0.639351545523545,2
"114",2.03999056232522,-0.593863506974849,2
"115",0.38452829375303,2.94193765591949,3
"116",0.594166794132549,-0.816466926683657,1
"117",0.270290023384286,3.60070587024688,3
"118",1.29412288431721,-0.395314487382103,1
"119",0.724278953853206,2.56973480617969,4
"120",0.766767246400373,3.71415372325098,4
"121",-0.0483569726899651,2.19896595587614,4
"122",1.0493108549503,2.56941526872973,4
"123",0.655849210567097,4.06118142606578,4
"124",-0.43412761002221,3.44964890066693,3
"125",-1.1177521035394,3.34011779563033,3
"126",0.497744849164257,2.60271732974178,3
"127",0.461563833494328,1.06768275801004,4
"128",0.618262644102605,4.15829606104335,3
"129",-0.0187068275508949,2.51678648838223,3
"130",-0.788646396544754,1.10779085786137,3
"131",-0.619574144277066,-0.511228967840138,1
"132",0.78524918137925,2.191075860093,4
"133",1.00012334302829,2.79533164429047,2
"134",-1.48937718228726,-0.479100017892219,2
"135",1.62828924607161,-2.32297292606216,2
"136",1.66859032313869,-0.325840413556233,2
"137",0.943902792546852,-0.0520991705455048,2
"138",0.504195845890224,1.24620571077254,2
"139",0.603669758943348,0.647881311602703,2
"140",1.28200156066533,0.963767114264747,2
"141",-1.08201190758601,1.39796714742118,2
"142",1.60574359872877,2.84623986209267,4
"143",0.207594773287854,3.63333954597679,4
"144",0.889123375905983,2.2303435391978,4
"145",0.881668857368391,0.79320686598555,4
"146",0.472364439940756,2.22119575878107,4
"147",0.894355787914962,0.929434512800151,1
"148",2.28607827175338,-0.117123833985435,1
"149",1.08138433941508,-2.66983430756039,2
"150",1.63617792762207,-0.32679790591475,2
"151",0.303208390267465,-0.177439731392111,2
"152",2.59817788414278,-0.378422443899637,2
"153",-0.568924668434919,1.04242448246014,2
"154",1.0506848676998,-2.11839585706186,2
"155",2.66398590947049,0.478453734228559,2
"156",-0.601686966346059,-0.10813499374466,2
"157",2.50905482020872,0.063691835469263,2
"158",0.679640611613635,2.98199508323076,2
"159",-1.01353773947771,0.679688653025267,1
"160",3.19357124870254,0.652176389306738,2
"161",-1.15624696672355,4.15337538565355,3
"162",2.04927191004765,1.00074330585855,2
"163",-0.0167258887457027,-1.71024749848516,2
"164",0.485767301769198,-0.869553686076634,2
"165",1.65473108956245,0.728022891273233,2
"166",-1.58094272029817,2.39620169990296,3
"167",-0.310200406711106,1.89927629964744,3
"168",0.519311164085172,-1.02598003191229,1
"169",-0.783494779461155,2.19979750802477,3
"170",1.0476171047135,3.07901758137052,3
"171",0.690507502000457,2.1138503106733,3
"172",1.8380432508688,2.4757127472228,3
"173",-0.857687557608644,4.24184989835144,3
"174",-1.41323999683358,4.49801494219624,3
"175",0.772927623516609,-1.23050971372207,2
"176",0.746590127443781,0.832518008920708,2
"177",0.0157178750241278,-0.473434423942151,2
"178",1.28723583752969,4.12391288410443,4
"179",1.00077293050358,3.57739988636432,4
"180",0.481485733087197,5.00976370789391,4
"181",1.24015340504194,2.71964798616305,4
"182",1.37163978338646,4.5451177821762,4
"183",-0.562628698791168,-0.299560902095487,1
"184",-0.202961769195065,-1.22845627526018,1
"185",0.983617575427744,-1.30289101653544,1
"186",1.51176846655801,1.27087206331895,2
"187",-0.321754515184877,-0.45919699296442,2
